onset_sec,note,velocity,offset,duration,freq,interval,key
208.0,72.0,80.0,208.47291666666663,0.4729166666666629,523.2511306011972,0,c1
208.5,67.0,80.0,208.97291666666663,0.4729166666666629,391.9954359817492,-1.3348398541700346,c1
209.0,67.0,80.0,209.23541666666668,0.2354166666666799,391.9954359817492,-1.0,c1
209.25,69.0,80.0,209.48541666666668,0.2354166666666799,440.0,1.1224620483093732,c1
209.5,67.0,80.0,209.73541666666668,0.2354166666666799,391.9954359817492,-1.1224620483093732,c1
209.75,65.0,80.0,209.98541666666668,0.2354166666666799,349.22823143300394,-1.1224620483093726,c1
210.0,64.0,80.0,210.47291666666663,0.4729166666666629,329.62755691286986,-1.0594630943592958,c1
210.5,65.0,80.0,210.97291666666663,0.4729166666666629,349.22823143300394,1.0594630943592958,c1
211.0,67.0,80.0,211.94791666666663,0.9479166666666572,391.9954359817492,1.1224620483093726,c1
212.0,72.0,80.0,212.47291666666663,0.4729166666666629,523.2511306011972,1.3348398541700346,c1
212.5,67.0,80.0,212.97291666666663,0.4729166666666629,391.9954359817492,-1.3348398541700346,c1
213.0,67.0,80.0,213.23541666666668,0.2354166666666799,391.9954359817492,-1.0,c1
213.25,69.0,80.0,213.48541666666668,0.2354166666666799,440.0,1.1224620483093732,c1
213.5,67.0,80.0,213.73541666666668,0.2354166666666799,391.9954359817492,-1.1224620483093732,c1
213.75,65.0,80.0,213.98541666666668,0.2354166666666799,349.22823143300394,-1.1224620483093726,c1
214.0,64.0,80.0,214.47291666666663,0.4729166666666629,329.62755691286986,-1.0594630943592958,c1
214.5,62.0,80.0,214.97291666666663,0.4729166666666629,293.66476791740763,-1.1224620483093726,c1
215.0,60.0,80.0,215.94791666666663,0.9479166666666572,261.6255653005986,-1.1224620483093732,c1
