onset_sec,note,velocity,offset,duration,freq,interval,key
208.0,84.0,80.0,208.47291666666663,0.4729166666666629,1046.5022612023945,0,c2
208.5,79.0,80.0,208.97291666666663,0.4729166666666629,783.9908719634984,-1.3348398541700346,c2
209.0,79.0,80.0,209.23541666666668,0.2354166666666799,783.9908719634984,-1.0,c2
209.25,81.0,80.0,209.48541666666668,0.2354166666666799,880.0,1.1224620483093732,c2
209.5,79.0,80.0,209.73541666666668,0.2354166666666799,783.9908719634984,-1.1224620483093732,c2
209.75,77.0,80.0,209.98541666666668,0.2354166666666799,698.4564628660079,-1.1224620483093726,c2
210.0,76.0,80.0,210.47291666666663,0.4729166666666629,659.2551138257397,-1.0594630943592958,c2
210.5,77.0,80.0,210.97291666666663,0.4729166666666629,698.4564628660079,1.0594630943592958,c2
211.0,79.0,80.0,211.94791666666663,0.9479166666666572,783.9908719634984,1.1224620483093726,c2
212.0,84.0,80.0,212.47291666666663,0.4729166666666629,1046.5022612023945,1.3348398541700346,c2
212.5,79.0,80.0,212.97291666666663,0.4729166666666629,783.9908719634984,-1.3348398541700346,c2
213.0,79.0,80.0,213.23541666666668,0.2354166666666799,783.9908719634984,-1.0,c2
213.25,81.0,80.0,213.48541666666668,0.2354166666666799,880.0,1.1224620483093732,c2
213.5,79.0,80.0,213.73541666666668,0.2354166666666799,783.9908719634984,-1.1224620483093732,c2
213.75,77.0,80.0,213.98541666666668,0.2354166666666799,698.4564628660079,-1.1224620483093726,c2
214.0,76.0,80.0,214.47291666666663,0.4729166666666629,659.2551138257397,-1.0594630943592958,c2
214.5,74.0,80.0,214.97291666666663,0.4729166666666629,587.3295358348153,-1.1224620483093726,c2
215.0,72.0,80.0,215.94791666666663,0.9479166666666572,523.2511306011972,-1.1224620483093732,c2
