onset_sec,note,velocity,offset,duration,freq,interval,key
96.0,67.0,80.0,96.94791666666669,0.9479166666666714,391.9954359817492,0,c1
97.0,75.0,80.0,97.47291666666666,0.4729166666666629,622.2539674441618,1.5874010519681998,c1
97.5,74.0,80.0,97.97291666666666,0.4729166666666629,587.3295358348153,-1.059463094359295,c1
98.0,72.0,80.0,98.94791666666669,0.9479166666666714,523.2511306011972,-1.1224620483093732,c1
99.0,67.0,80.0,99.47291666666666,0.4729166666666629,391.9954359817492,-1.3348398541700346,c1
99.5,70.0,80.0,99.97291666666666,0.4729166666666629,466.1637615180898,1.189207115002721,c1
100.0,68.0,80.0,100.94791666666669,0.9479166666666714,415.3046975799452,-1.1224620483093726,c1
101.0,70.0,80.0,101.47291666666666,0.4729166666666629,466.1637615180898,1.1224620483093726,c1
101.5,67.0,80.0,101.97291666666666,0.4729166666666629,391.9954359817492,-1.189207115002721,c1
102.0,65.0,80.0,102.94791666666669,0.9479166666666714,349.22823143300394,-1.1224620483093726,c1
103.0,67.0,80.0,103.94791666666669,0.9479166666666714,391.9954359817492,1.1224620483093726,c1
